Tweet text,labels,hashtag,cleaned_text,tokenized_lemmatized_text
@user 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡 ,0,[], congratulations free month activated then charges month absolutely furious,"['congratulation', 'free', 'month', 'activated', 'then', 'charge', 'month', 'absolutely', 'furious']"
"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away. ",0,[],if cop going pull gun reason threaten you able merk ass walk away ,"['if', 'cop', 'going', 'pull', 'gun', 'reason', 'threaten', 'you', 'able', 'merk', 'as', 'walk', 'away']"
@user jeezus God  ,1,[],jeezus god,"['jeezus', 'god']"
I need some to help with my anger ,0,[],i need help anger,"['i', 'need', 'help', 'anger']"
Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬 ,1,"['horror', 'horrormoviesarebest', 'movies', 'movie', 'horrorfilm']",just got watching jeepers creepers epic,"['just', 'got', 'watching', 'jeepers', 'creeper', 'epic']"
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey ,3,[],tho haven t talked jeff news sad shocking r i p jeffrey,"['tho', 'haven', 't', 'talked', 'jeff', 'news', 'sad', 'shocking', 'r', 'i', 'p', 'jeffrey']"
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering ,1,['cheering'],second day job got dollar tip dude constantly twitching eye lololol,"['second', 'day', 'job', 'got', 'dollar', 'tip', 'dude', 'constantly', 'twitching', 'eye', 'lololol']"
"Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」) ",1,[],look us smiling photograph you secrets fake smiles facta fact life ,"['look', 'u', 'smiling', 'photograph', 'you', 'secret', 'fake', 'smile', 'facta', 'fact', 'life']"
It's been 5 weeks and I still go through depression smh ,3,[],it s weeks i depression smh,"['it', 's', 'week', 'i', 'depression', 'smh']"
We have left #Maine. #sadness ,3,"['Maine', 'sadness']",we left ,"['we', 'left']"
"@user Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy ",3,['unhappy'],where grapefruit squash gone not able weeks,"['where', 'grapefruit', 'squash', 'gone', 'not', 'able', 'week']"
Howl at the moon with @user at @user next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED  ,0,[],howl moon wednesday th free double feature silver bullet cursed,"['howl', 'moon', 'wednesday', 'th', 'free', 'double', 'feature', 'silver', 'bullet', 'cursed']"
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad ,3,['sad'],i disturbed people appropriate acceptable it s funny cute adults stuff humorous ,"['i', 'disturbed', 'people', 'appropriate', 'acceptable', 'it', 's', 'funny', 'cute', 'adult', 'stuff', 'humorous']"
“What worries you masters you.” - Haddon Robinson @user #Jesusisthesubject   #anxious ,2,"['Jesusisthesubject', 'anxious']",what worries masters you haddon robinson,"['what', 'worry', 'master', 'you', 'haddon', 'robinson']"
Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin ,2,[],love takes masks fear live know live within james a baldwin,"['love', 'take', 'mask', 'fear', 'live', 'know', 'live', 'within', 'james', 'a', 'baldwin']"
I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion ,0,"['anger', 'lying', 'pow', 'lies', 'confusion']",i wouldn t issues if didn t issues think one ,"['i', 'wouldn', 't', 'issue', 'if', 'didn', 't', 'issue', 'think', 'one']"
When you have 15 doe run the opposite side of you 🙁  ,3,[],when doe run opposite,"['when', 'doe', 'run', 'opposite']"
Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18 ,0,"['bitter', 'bb18']",worst juror ever michelle you nicole s biggest threat ,"['worst', 'juror', 'ever', 'michelle', 'you', 'nicole', 's', 'biggest', 'threat']"
"@user he's stupid, I hate him lol #bitter ",0,['bitter'],he s stupid i hate lol,"['he', 's', 'stupid', 'i', 'hate', 'lol']"
People are trying too hard to hate on Cam Newton without understanding his position #sad ,3,['sad'],people trying hard hate cam newton understanding position,"['people', 'trying', 'hard', 'hate', 'cam', 'newton', 'understanding', 'position']"
Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @user \n'You're half full of @user ,0,"['pessimist', 'optimist']",angry shouting match amp n you re half empty headed n you re half,"['angry', 'shouting', 'match', 'amp', 'n', 'you', 're', 'half', 'empty', 'headed', 'n', 'you', 're', 'half']"
@user did it not just enliven your soul ,1,[],enliven soul,"['enliven', 'soul']"
Now ...what to do for the next hour while waiting for #OurGirl to start @user ?! ,2,['OurGirl'],now what hour waiting start ,"['now', 'what', 'hour', 'waiting', 'start']"
"@user @user @user @user @user @user @user Oh god, not Brewer again. The horror, the horror ",0,[],oh god brewer again the horror horror,"['oh', 'god', 'brewer', 'again', 'the', 'horror', 'horror']"
Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives ,0,['smrtruinslives'],fucking hell rush damn train use fucking min wait still sweating ,"['fucking', 'hell', 'rush', 'damn', 'train', 'use', 'fucking', 'min', 'wait', 'still', 'sweating']"
i was angry. ,0,[],angry ,['angry']
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming ,0,['fuming'],i love people aren t racist right racist shit not works ,"['i', 'love', 'people', 'aren', 't', 'racist', 'right', 'racist', 'shit', 'not', 'work']"
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK ,2,[],sometimes i think british political landscape desolate i look foaming wasteland us think we re ok,"['sometimes', 'i', 'think', 'british', 'political', 'landscape', 'desolate', 'i', 'look', 'foaming', 'wasteland', 'u', 'think', 'we', 're', 'ok']"
@user @user You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage ,0,['umbrage'],you ten times interesting particular afternoon goofballs i worse ,"['you', 'ten', 'time', 'interesting', 'particular', 'afternoon', 'goofball', 'i', 'worse']"
@user @user WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough ,3,"['creepy', 'EnoughIsEnough']",was there a clown in your neighborhood ,"['wa', 'there', 'a', 'clown', 'in', 'your', 'neighborhood']"
@user ehhh I guess. I want to everyone I've ever burst out laughing in front of😂 ,1,[],ehhh i guess i want i ve burst laughing,"['ehhh', 'i', 'guess', 'i', 'want', 'i', 've', 'burst', 'laughing']"
"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her. ",0,[],my boss likes stand office amp smile like shark maliciously gleeful ask i i secret tell her ,"['my', 'bos', 'like', 'stand', 'office', 'amp', 'smile', 'like', 'shark', 'maliciously', 'gleeful', 'ask', 'i', 'i', 'secret', 'tell', 'her']"
#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF. ,3,"['amwriting', 'horror']",dark loud creaking door noise coming kitchen there doors creak wtf ,"['dark', 'loud', 'creaking', 'door', 'noise', 'coming', 'kitchen', 'there', 'door', 'creak', 'wtf']"
🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain ,0,['anger'],anger acid harm vessel stored poured n n mark twain,"['anger', 'acid', 'harm', 'vessel', 'stored', 'poured', 'n', 'n', 'mark', 'twain']"
@user how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod  ,0,['cod'],u guys determine teams cause i m shitty teams i play i m fuckin,"['u', 'guy', 'determine', 'team', 'cause', 'i', 'm', 'shitty', 'team', 'i', 'play', 'i', 'm', 'fuckin']"
@user @user only offering 6 moth warranty #ps4pro  #truth #ripoff ,0,"['ps4pro', 'truth', 'ripoff']",offering moth warranty,"['offering', 'moth', 'warranty']"
@user there was a US diver named steele johnson. i'd like him barred from the olympics.  ,0,[],us diver named steele johnson i d like barred olympics ,"['u', 'diver', 'named', 'steele', 'johnson', 'i', 'd', 'like', 'barred', 'olympics']"
And here we go again 😓 #restless ,3,['restless'],and,['and']
"@user Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully ",0,['bully'],give gas i don t hate u i don t respect ur rudeness ,"['give', 'gas', 'i', 'don', 't', 'hate', 'u', 'i', 'don', 't', 'respect', 'ur', 'rudeness']"
whats with these boxes when i search google on chrome  #distracting ,0,['distracting'],whats boxes search google chrome,"['whats', 'box', 'search', 'google', 'chrome']"
"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott ",3,"['everyday', 'KeithLamontScott']",when wake up scroll social media father taken child,"['when', 'wake', 'up', 'scroll', 'social', 'medium', 'father', 'taken', 'child']"
"@user It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp ",0,['Psychowasp'],it s buzzing pathetically sympathy let twirl it s moustache chuckle sting,"['it', 's', 'buzzing', 'pathetically', 'sympathy', 'let', 'twirl', 'it', 's', 'moustache', 'chuckle', 'sting']"
@user terrible ,0,[],terrible,['terrible']
"@user I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate  ",0,['redstate'],i m surrounded trump voters you re right fucking terrifying ,"['i', 'm', 'surrounded', 'trump', 'voter', 'you', 're', 'right', 'fucking', 'terrifying']"
Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy ,0,"['mob', 'mentality', 'mass', 'hysteria', 'mongering', 'oligarchy']",democracy doesn t work n,"['democracy', 'doesn', 't', 'work', 'n']"
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans ,3,"['pretendinghesok', 'ruok', 'AFLCatsSwans']",can shot lingys face  time pretty sure red hair,"['can', 'shot', 'lingys', 'face', 'time', 'pretty', 'sure', 'red', 'hair']"
@user @user give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt; ,1,[],smiling emoticon ya dont like idea frowning gt lt ,"['smiling', 'emoticon', 'ya', 'dont', 'like', 'idea', 'frowning', 'gt', 'lt']"
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted  ,0,['disgusted'],so indian uber driver called n word if i wasn t moving vehicle i d jumped,"['so', 'indian', 'uber', 'driver', 'called', 'n', 'word', 'if', 'i', 'wasn', 't', 'moving', 'vehicle', 'i', 'd', 'jumped']"
@user @user welcome ji . sorry for words that irritate u ,0,[],welcome ji sorry words irritate u,"['welcome', 'ji', 'sorry', 'word', 'irritate', 'u']"
Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid. ,0,['Mosquitoes'],asian tiger relentless more aggressive kind i dealt w as kid ,"['asian', 'tiger', 'relentless', 'more', 'aggressive', 'kind', 'i', 'dealt', 'w', 'a', 'kid']"
Goddamn headache. #anger ,0,['anger'],goddamn headache ,"['goddamn', 'headache']"
"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour ",0,[],never forget live cancelled programs allow extend people outrage behaviour,"['never', 'forget', 'live', 'cancelled', 'program', 'allow', 'extend', 'people', 'outrage', 'behaviour']"
Glad I didn't watch smackdown because I can't see my men @user @user lose. #sohurt #revenge ,0,"['sohurt', 'revenge']",glad i didn t watch smackdown i can t men lose ,"['glad', 'i', 'didn', 't', 'watch', 'smackdown', 'i', 'can', 't', 'men', 'lose']"
#LMFAO @user 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary ,0,"['LMFAO', 'racepimp', 'libtard', 'biasedmedia', 'neverHillary']", s tamron hall words fscts msnbc sentence,"['s', 'tamron', 'hall', 'word', 'fscts', 'msnbc', 'sentence']"
Hate when guys cant control their anger 🙃🙃 ,0,[],hate guys control anger,"['hate', 'guy', 'control', 'anger']"
Just caught up with @user wonderful new series on #EalingComedies. Infectious delight in every interview and film clip. ,1,['EalingComedies'],just caught wonderful new series infectious delight interview film clip ,"['just', 'caught', 'wonderful', 'new', 'series', 'infectious', 'delight', 'interview', 'film', 'clip']"
So Rangers v Celtic ll #revenge ,0,['revenge'],so rangers v celtic ll,"['so', 'ranger', 'v', 'celtic', 'll']"
"@user unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things ",0,[],concern people figuring wtvr reason i don t shouldn t tweet things,"['concern', 'people', 'figuring', 'wtvr', 'reason', 'i', 'don', 't', 'shouldn', 't', 'tweet', 'thing']"
"@user @user @user @user These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans. ",0,[],these interviews scare crap me i imagined dumb dumb americans ,"['these', 'interview', 'scare', 'crap', 'me', 'i', 'imagined', 'dumb', 'dumb', 'american']"
Omg he kissed her🙈  #w ,1,['w'],omg kissed,"['omg', 'kissed']"
@user Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness ,3,['sadness'],gabe worst i can t hot status month there s chipotle near campus,"['gabe', 'worst', 'i', 'can', 't', 'hot', 'status', 'month', 'there', 's', 'chipotle', 'near', 'campus']"
Lot 100 would give Ghandi road rage ,0,[],lot ghandi road rage,"['lot', 'ghandi', 'road', 'rage']"
Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅 ,0,['awful'],being forced fake hug didnt flinch litigious past ,"['being', 'forced', 'fake', 'hug', 'didnt', 'flinch', 'litigious', 'past']"
@user #worst exec complaints ever #horrific customer journey ,0,"['worst', 'horrific']",exec complaints customer journey,"['exec', 'complaint', 'customer', 'journey']"
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days ,0,['days'],the ghost stefano reflects grim indignity murdered corrupt cops faux love ,"['the', 'ghost', 'stefano', 'reflects', 'grim', 'indignity', 'murdered', 'corrupt', 'cop', 'faux', 'love']"
@user @user @user #bully #Bullshit #fullofshit please take out the #garbage ,0,"['bully', 'Bullshit', 'fullofshit', 'garbage']",,[]
@user she looks completely #rabid @user ,1,['rabid'],looks completely,"['look', 'completely']"
"@user I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen ",0,[],i m little bit weary speaking i don t want hijack convo lgbt person i ve seen,"['i', 'm', 'little', 'bit', 'weary', 'speaking', 'i', 'don', 't', 'want', 'hijack', 'convo', 'lgbt', 'person', 'i', 've', 'seen']"
"@user shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it ",0,[],shameful display i watched today left reeling anger dt i feel like exploding clowns watch,"['shameful', 'display', 'i', 'watched', 'today', 'left', 'reeling', 'anger', 'dt', 'i', 'feel', 'like', 'exploding', 'clown', 'watch']"
"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations ",1,[],we elated celebrated like obama waited day office tell nation brothers getting reparations,"['we', 'elated', 'celebrated', 'like', 'obama', 'waited', 'day', 'office', 'tell', 'nation', 'brother', 'getting', 'reparation']"
"@user it doesn't offend me but it's just,,, Weird. ",3,[],doesn t offend it s just weird ,"['doesn', 't', 'offend', 'it', 's', 'just', 'weird']"
"@user hit the sink with a hammer... sorry, the universal modifier! ",3,[],hit sink hammer sorry universal modifier ,"['hit', 'sink', 'hammer', 'sorry', 'universal', 'modifier']"
"@user not received verification email, asked for it to be resent 5 times still nothing. ",0,[],received verification email asked resent times nothing ,"['received', 'verification', 'email', 'asked', 'resent', 'time', 'nothing']"
@user i would just get some decent referees #shocking ,0,['shocking'],decent referees,"['decent', 'referee']"
"@user Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book! ",1,[],forget hair salon looks light amp cheery would coffee amp read book ,"['forget', 'hair', 'salon', 'look', 'light', 'amp', 'cheery', 'would', 'coffee', 'amp', 'read', 'book']"
@user \nIf this room was burning 🔥 ,0,[], nif room burning,"['nif', 'room', 'burning']"
@user @user candy corn is the greatest candy in the world when it comes to being objectively terrible ,0,[],candy corn greatest candy world comes objectively terrible,"['candy', 'corn', 'greatest', 'candy', 'world', 'come', 'objectively', 'terrible']"
You insult the late Sherri Martel ,0,[],you insult late sherri martel,"['you', 'insult', 'late', 'sherri', 'martel']"
"I hate that if I don't start the conversation, there won't be one. ",0,[],i hate i don t start conversation won t one ,"['i', 'hate', 'i', 'don', 't', 'start', 'conversation', 'won', 't', 'one']"
@user yes Hun! Avoid at all costs!!  ,0,[],yes hun avoid costs ,"['yes', 'hun', 'avoid', 'cost']"
When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts. ,2,[],when grown adult doesn t drink drank i assume raised raging alcoholic want parts ,"['when', 'grown', 'adult', 'doesn', 't', 'drink', 'drank', 'i', 'assume', 'raised', 'raging', 'alcoholic', 'want', 'part']"
Happy 69th @user May u keep haunting us for many years. #horror #writing ,1,"['horror', 'writing']",happy th may u haunting years ,"['happy', 'th', 'may', 'u', 'haunting', 'year']"
@user #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon ,0,"['terrorism', 'islam', 'IslamExposed', 'islambacon']",shouldn t way life united etates wasn t brought here ,"['shouldn', 't', 'way', 'life', 'united', 'etates', 'wasn', 't', 'brought', 'here']"
Watch this amazing live.ly broadcast by @user  #musically ,1,['musically'],watch amazing live ly broadcast,"['watch', 'amazing', 'live', 'ly', 'broadcast']"
I mourn the creativity lost. ,3,[],i mourn creativity lost ,"['i', 'mourn', 'creativity', 'lost']"
@user take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies- ,3,[],deep breaths bc shaking adrenaline oh wow that s weird depending you re regular varies ,"['deep', 'breath', 'bc', 'shaking', 'adrenaline', 'oh', 'wow', 'that', 's', 'weird', 'depending', 'you', 're', 'regular', 'varies']"
Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.  ,3,[],sorry guys i absolutely idea time i ll cam tomorrow posted ,"['sorry', 'guy', 'i', 'absolutely', 'idea', 'time', 'i', 'll', 'cam', 'tomorrow', 'posted']"
nooooo. Poor Blue Bell! not again.  ,3,[],nooooo poor blue bell again ,"['nooooo', 'poor', 'blue', 'bell', 'again']"
@user @user an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD! ,0,[], honorable senator cheering cease hold people die and you cheer genocide support not good ,"['honorable', 'senator', 'cheering', 'cease', 'hold', 'people', 'die', 'and', 'you', 'cheer', 'genocide', 'support', 'not', 'good']"
Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day ,1,[],professor introduce interesting fact n nhi i m ethan sun engulf planet fiery explosion day,"['professor', 'introduce', 'interesting', 'fact', 'n', 'nhi', 'i', 'm', 'ethan', 'sun', 'engulf', 'planet', 'fiery', 'explosion', 'day']"
"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist ",3,['fear'],ignored broken tooth long abscess need dentist makes hard go  can t dentist,"['ignored', 'broken', 'tooth', 'long', 'abscess', 'need', 'dentist', 'make', 'hard', 'go', 'can', 't', 'dentist']"
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible ",0,['horrible'],i don t know what s worse new pizza hut commercials pizza pizza hut makes ,"['i', 'don', 't', 'know', 'what', 's', 'worse', 'new', 'pizza', 'hut', 'commercial', 'pizza', 'pizza', 'hut', 'make']"
@user @user @user I once hooked them up backward. Not recommended. #smoke  ,0,['smoke'],i hooked backward not recommended ,"['i', 'hooked', 'backward', 'not', 'recommended']"
follow my girl tiff she only got 3 followers💖💘💖💘💘 @user ,3,[],follow girl tiff got followers,"['follow', 'girl', 'tiff', 'got', 'follower']"
Getting so excited for @user 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam ,1,"['jazzholiday', 'riesbrothers', 'rock', 'blues', 'jam']",getting excited we play main stage sunday oct  ,"['getting', 'excited', 'we', 'play', 'main', 'stage', 'sunday', 'oct']"
Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃 ,0,[],love megan raging kendall jenner photo i m sat like,"['love', 'megan', 'raging', 'kendall', 'jenner', 'photo', 'i', 'm', 'sat', 'like']"
Think of #anger as this barrier between you and your truth.' @user ,0,['anger'],think barrier truth ,"['think', 'barrier', 'truth']"
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage  ,0,['Rage'],new play tonight pretty blind run only played game maybe got levels it ,"['new', 'play', 'tonight', 'pretty', 'blind', 'run', 'only', 'played', 'game', 'maybe', 'got', 'level', 'it']"
@user @user YES! I am rejoicing ,1,[],yes i rejoicing,"['yes', 'i', 'rejoicing']"
Forgot to plug the phone in overnight #nightmare ,3,['nightmare'],forgot plug phone overnight,"['forgot', 'plug', 'phone', 'overnight']"
The war is right outside your door #rage #USAToday ,0,"['rage', 'USAToday']",the war right outside door,"['the', 'war', 'right', 'outside', 'door']"
Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues ,3,"['jazz', 'blues']",folk band thistle down replaced the paul edwards quartet laurel bank park sat pm ill health,"['folk', 'band', 'thistle', 'down', 'replaced', 'the', 'paul', 'edward', 'quartet', 'laurel', 'bank', 'park', 'sat', 'pm', 'ill', 'health']"
"@user haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!! ",0,[],haha no sorry grim you it disturbed amp im starting lose trust twitter generally ,"['haha', 'no', 'sorry', 'grim', 'you', 'it', 'disturbed', 'amp', 'im', 'starting', 'lose', 'trust', 'twitter', 'generally']"
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing ,2,"['bgoodthepoet', 'PrayForMe', 'ThisIsAGodDream', 'career', 'help', 'heart', 'HeartRacing']",when you re scared press send,"['when', 'you', 're', 'scared', 'press', 'send']"
“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO ,2,"['quote', 'success', 'CSGO']",competition suppose motivate better everytime bitter time de philosopher dj kyos n,"['competition', 'suppose', 'motivate', 'better', 'everytime', 'bitter', 'time', 'de', 'philosopher', 'dj', 'kyos', 'n']"
"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘 ",0,"['dark', 'Madness']",_her mind room ndeveloping,"['_her', 'mind', 'room', 'ndeveloping']"
What's the worst affliction that you or someone you know ever convinced yourself you had? ,3,[],what s worst affliction know convinced had ,"['what', 's', 'worst', 'affliction', 'know', 'convinced', 'had']"
"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~ ",0,[],warning sensitive angry insecure baby today ugh people large hate ignore bc literally the worst ,"['warning', 'sensitive', 'angry', 'insecure', 'baby', 'today', 'ugh', 'people', 'large', 'hate', 'ignore', 'bc', 'literally', 'the', 'worst']"
Like he really just fucking asked me that. #offended ,0,['offended'],like fucking asked that ,"['like', 'fucking', 'asked', 'that']"
@user haha! She did well today. I can't get beyond her pout annoying me I'm afraid. ,0,[],haha she today i can t pout annoying i m afraid ,"['haha', 'she', 'today', 'i', 'can', 't', 'pout', 'annoying', 'i', 'm', 'afraid']"
Have to say that third City kit is fucking awful. Someone at Nike wants shooting. ,0,[],have city kit fucking awful someone nike wants shooting ,"['have', 'city', 'kit', 'fucking', 'awful', 'someone', 'nike', 'want', 'shooting']"
Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo. ,0,[],damnnit gonna pts shy chiefs rewards getting post game photo ,"['damnnit', 'gonna', 'pt', 'shy', 'chief', 'reward', 'getting', 'post', 'game', 'photo']"
I just want to be in Canada rn 😭 awe ,3,[],i want canada rn awe,"['i', 'want', 'canada', 'rn', 'awe']"
@user @user @user N-no. Because of your wrath. ,0,[],n no because wrath ,"['n', 'no', 'because', 'wrath']"
"@user @user @user The way my blood is boiling, little bastards! ",0,[],the way blood boiling little bastards ,"['the', 'way', 'blood', 'boiling', 'little', 'bastard']"
"@user @user @user I'm sadly not, I'm just being smutty ",3,[],i m sadly not i m smutty,"['i', 'm', 'sadly', 'not', 'i', 'm', 'smutty']"
@user but  @user drugged and raped those women. At least you and Barb were sober and consenting!! ,0,[],drugged raped women at barb sober consenting ,"['drugged', 'raped', 'woman', 'at', 'barb', 'sober', 'consenting']"
@user awe yay wish i could rt /: ,1,[],awe yay wish rt ,"['awe', 'yay', 'wish', 'rt']"
@user   How dull. ,3,[],how dull ,"['how', 'dull']"
#Anger or #wrath is an intense emotional response. ,0,"['Anger', 'wrath']",intense emotional response ,"['intense', 'emotional', 'response']"
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn ,1,[],i m point life i m playing christmas music room need winter joyful times rn,"['i', 'm', 'point', 'life', 'i', 'm', 'playing', 'christmas', 'music', 'room', 'need', 'winter', 'joyful', 'time', 'rn']"
Chart music is pretty much ALL the same..  ,1,[],chart music pretty all same ,"['chart', 'music', 'pretty', 'all', 'same']"
Mom you remember when Narley died? You cried like a baby!  ,3,[],mom remember narley died you cried like baby ,"['mom', 'remember', 'narley', 'died', 'you', 'cried', 'like', 'baby']"
@user @user @user I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers ,0,[],i don t listen white trash talk blacks it s insult talk race living trailers,"['i', 'don', 't', 'listen', 'white', 'trash', 'talk', 'black', 'it', 's', 'insult', 'talk', 'race', 'living', 'trailer']"
my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):) ,1,[],alarm clock ringing morning n flatmate knocked door asked set i m burning alive,"['alarm', 'clock', 'ringing', 'morning', 'n', 'flatmate', 'knocked', 'door', 'asked', 'set', 'i', 'm', 'burning', 'alive']"
Why do I have such bad anxiety it's annoying ,0,[],why i bad anxiety it s annoying,"['why', 'i', 'bad', 'anxiety', 'it', 's', 'annoying']"
Overwhelming sadness.  This too shall pass.  #lonley #startingover ,3,"['lonley', 'startingover']",overwhelming sadness this shall pass ,"['overwhelming', 'sadness', 'this', 'shall', 'pas']"
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL  ,1,[],second day job got dollar tip dude constantly twitching eye lololol,"['second', 'day', 'job', 'got', 'dollar', 'tip', 'dude', 'constantly', 'twitching', 'eye', 'lololol']"
"Everything is far away because time is short, no rest for the weary. ",3,[],everything far away time short rest weary ,"['everything', 'far', 'away', 'time', 'short', 'rest', 'weary']"
@user @user well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric ,3,[],course progress sake progress discouraged the problem substance rhetoric,"['course', 'progress', 'sake', 'progress', 'discouraged', 'the', 'problem', 'substance', 'rhetoric']"
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre ,2,[],confiaejce comes right fearing wrong peter t mcintyre,"['confiaejce', 'come', 'right', 'fearing', 'wrong', 'peter', 't', 'mcintyre']"
i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃 ,1,[],love tay amp tiff sitting house i m work,"['love', 'tay', 'amp', 'tiff', 'sitting', 'house', 'i', 'm', 'work']"
@user it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie ,0,"['HOUvsNE', 'awful', 'igotbetterthingstodotonightthandie']",ain t serious ,"['ain', 't', 'serious']"
Harking back to 2012 - DT's challenge to @user will give...DT a hearty thank you...if he will release his tax returns.... ,1,[],harking dt s challenge give dt hearty thank you if release tax returns ,"['harking', 'dt', 's', 'challenge', 'give', 'dt', 'hearty', 'thank', 'you', 'if', 'release', 'tax', 'return']"
@user  cheering for @user and @user ,1,[],cheering,['cheering']
